id,name,salary,Increased_Salary
90598,Michael Thomas,905980000,996578000.0000001
90599,Johanna Parker,905990000,996589000.0000001
90600,Antonia Green,906000000,996600000.0000001
90601,Rod Kaufman,906010000,996611000.0000001
90602,Cedric Lomanto,906020000,996622000.0000001
90603,Rhonda Thornburg,906030000,996633000.0000001
90604,Cory Sprague,906040000,996644000.0000001
90605,Brittany Casanova,906050000,996655000.0000001
90606,Chanel Knapp,906060000,996666000.0000001
90607,Kristi Alvarez,906070000,996677000.0000001
90608,Carey Rogers,906080000,996688000.0000001
90609,Rebecca Theisen,906090000,996699000.0000001
90610,Jeff Smith,906100000,996710000.0000001
90611,Shelby Nishitani,906110000,996721000.0000001
90612,Ramon Carpenter,906120000,996732000.0000001
90613,Adam Watanabe,906130000,996743000.0000001
90614,George Lee,906140000,996754000.0000001
90615,Jean Franklin,906150000,996765000.0000001
90616,Betty Robinson,906160000,996776000.0000001
90617,Derek Enders,906170000,996787000.0000001
90618,Odell Fisher,906180000,996798000.0000001
90619,Helen Harris,906190000,996809000.0000001
90620,Richard Weiser,906200000,996820000.0000001
90621,Andrea Mccullum,906210000,996831000.0000001
90622,Delores Irwin,906220000,996842000.0000001
90623,John Kearney,906230000,996853000.0000001
90624,Michael Flens,906240000,996864000.0000001
90625,Barbara Marsh,906250000,996875000.0000001
90626,Marilyn Loesch,906260000,996886000.0000001
90627,Helen Palmer,906270000,996897000.0000001
90628,Shirley Wong,906280000,996908000.0000001
90629,Monte Mcbride,906290000,996919000.0000001
90630,Bernard Boudreaux,906300000,996930000.0000001
90631,Fred Nichols,906310000,996941000.0000001
90632,Jerry Wild,906320000,996952000.0000001
90633,Christina Reyes,906330000,996963000.0000001
90634,Richard Vallejo,906340000,996974000.0000001
90635,Marie Henke,906350000,996985000.0000001
90636,Shirlene Levi,906360000,996996000.0000001
90637,Leona Claudio,906370000,997007000.0000001
90638,Teresa Baker,906380000,997018000.0000001
90639,John Moore,906390000,997029000.0000001
90640,Douglas Cataline,906400000,997040000.0000001
90641,Cathrine Harris,906410000,997051000.0000001
90642,Michelle Gary,906420000,997062000.0000001
90643,Marian Stclair,906430000,997073000.0000001
90644,Sarah Meldrum,906440000,997084000.0000001
90645,Donna Fajardo,906450000,997095000.0000001
90646,Steven Helle,906460000,997106000.0000001
90647,Bradley Gordon,906470000,997117000.0000001
90648,Thomas Bramlett,906480000,997128000.0000001
90649,Joan Anderson,906490000,997139000.0000001
90650,Elaine Reaves,906500000,997150000.0000001
90651,Cynthia Aaron,906510000,997161000.0000001
90652,Yvonne Daniel,906520000,997172000.0000001
90653,Raymond Paget,906530000,997183000.0000001
90654,Mary Bires,906540000,997194000.0000001
90655,Michael Quimby,906550000,997205000.0000001
90656,Jessica Larrivee,906560000,997216000.0000001
90657,Brant Simmons,906570000,997227000.0000001
90658,Amanda Delaney,906580000,997238000.0000001
90659,Brian Paoletti,906590000,997249000.0000001
90660,Gary Carraway,906600000,997260000.0000001
90661,Heidi Cooper,906610000,997271000.0000001
90662,Barry Ransbottom,906620000,997282000.0000001
90663,Lucille Hutcheson,906630000,997293000.0000001
90664,Lori Seibold,906640000,997304000.0000001
90665,Joshua Slawson,906650000,997315000.0000001
90666,Adolfo Thompkins,906660000,997326000.0000001
90667,Catalina Ballard,906670000,997337000.0000001
90668,Paris Botts,906680000,997348000.0000001
90669,Betty Jones,906690000,997359000.0000001
90670,Betty Bridgeman,906700000,997370000.0000001
90671,Lillian Bluestein,906710000,997381000.0000001
90672,William Bacon,906720000,997392000.0000001
90673,Douglas Monteagudo,906730000,997403000.0000001
90674,Steven Lomboy,906740000,997414000.0000001
90675,Maria Rembert,906750000,997425000.0000001
90676,Larry Luna,906760000,997436000.0000001
90677,Nanette Heard,906770000,997447000.0000001
90678,Shawn Mann,906780000,997458000.0000001
90679,Darlene Roberts,906790000,997469000.0000001
90680,Richard Mosley,906800000,997480000.0000001
90681,Aaron Overy,906810000,997491000.0000001
90682,Anita Dawson,906820000,997502000.0000001
90683,Miriam Whitmire,906830000,997513000.0000001
90684,Anna Bonilla,906840000,997524000.0000001
90685,Brittani Conway,906850000,997535000.0000001
90686,Jeffrey Sherman,906860000,997546000.0000001
90687,Helen Dilliard,906870000,997557000.0000001
90688,Rodney Baca,906880000,997568000.0000001
90689,Frank Lassiter,906890000,997579000.0000001
90690,Phyllis Merlino,906900000,997590000.0000001
90691,Frances Brown,906910000,997601000.0000001
90692,David Stevenson,906920000,997612000.0000001
90693,Maria Keller,906930000,997623000.0000001
90694,Fredrick Pena,906940000,997634000.0000001
90695,Robt Villarreal,906950000,997645000.0000001
90696,Elizabeth Thomsen,906960000,997656000.0000001
90697,Russell Wells,906970000,997667000.0000001
90698,Leslie Hogan,906980000,997678000.0000001
90699,Nelson Hardman,906990000,997689000.0000001
90700,Susan Crayton,907000000,997700000.0000001
90701,Stephanie Arrowsmith,907010000,997711000.0000001
90702,Ann Caruana,907020000,997722000.0000001
90703,Kyle Collazo,907030000,997733000.0000001
90704,Gordon Real,907040000,997744000.0000001
90705,Karren Tobon,907050000,997755000.0000001
90706,Jodi Musetti,907060000,997766000.0000001
90707,Lola Effron,907070000,997777000.0000001
90708,Harry Jolin,907080000,997788000.0000001
90709,Willie Tarter,907090000,997799000.0000001
90710,Margaret Hunt,907100000,997810000.0000001
90711,Daisy Gill,907110000,997821000.0000001
90712,Marion Rivera,907120000,997832000.0000001
90713,Thomas Nash,907130000,997843000.0000001
90714,Stephanie Cade,907140000,997854000.0000001
90715,Darrell Fisher,907150000,997865000.0000001
90716,Joseph Ford,907160000,997876000.0000001
90717,Naomi Burkhard,907170000,997887000.0000001
90718,James Angeles,907180000,997898000.0000001
90719,Mayra Gardner,907190000,997909000.0000001
90720,William Aguiar,907200000,997920000.0000001
90721,Michael Richardson,907210000,997931000.0000001
90722,Patricia Brower,907220000,997942000.0000001
90723,Arthur Clark,907230000,997953000.0000001
90724,Mary Blumenthal,907240000,997964000.0000001
90725,Mary Grisson,907250000,997975000.0000001
90726,Amanda Ledford,907260000,997986000.0000001
90727,Robert Newman,907270000,997997000.0000001
90728,Cynthia Donovan,907280000,998008000.0000001
90729,Scott Strause,907290000,998019000.0000001
90730,Vanessa Hale,907300000,998030000.0000001
90731,Gerardo Holsey,907310000,998041000.0000001
90732,Bernadette Mckinney,907320000,998052000.0000001
90733,Jeffrey Carlson,907330000,998063000.0000001
90734,Alice Antilla,907340000,998074000.0000001
90735,Michael Seel,907350000,998085000.0000001
90736,James Mason,907360000,998096000.0000001
90737,Carrol Roberts,907370000,998107000.0000001
90738,Darren Deleon,907380000,998118000.0000001
90739,Pearl Hasty,907390000,998129000.0000001
90740,Willie Hanlin,907400000,998140000.0000001
90741,Elizabeth Payton,907410000,998151000.0000001
90742,Charlotte Omeara,907420000,998162000.0000001
90743,Louise Wells,907430000,998173000.0000001
90744,Jack Pellegrino,907440000,998184000.0000001
90745,John Fallon,907450000,998195000.0000001
90746,Eleanor Petersen,907460000,998206000.0000001
90747,Christina Whitaker,907470000,998217000.0000001
90748,Jeffrey Miller,907480000,998228000.0000001
90749,Margaret Cockfield,907490000,998239000.0000001
90750,Robert Allen,907500000,998250000.0000001
90751,Angelique Hendricks,907510000,998261000.0000001
90752,Mary Landrum,907520000,998272000.0000001
90753,Mary Elmer,907530000,998283000.0000001
90754,Michael Jones,907540000,998294000.0000001
90755,John Welch,907550000,998305000.0000001
90756,Liliana Hagerman,907560000,998316000.0000001
90757,Hilda Corbett,907570000,998327000.0000001
90758,Allen Juran,907580000,998338000.0000001
90759,Demetrius Askew,907590000,998349000.0000001
90760,Edith Stiltner,907600000,998360000.0000001
90761,Carol Jageman,907610000,998371000.0000001
90762,Benjamin Yann,907620000,998382000.0000001
90763,Carlos Rich,907630000,998393000.0000001
90764,Kaitlin Porter,907640000,998404000.0000001
90765,Nigel Sanders,907650000,998415000.0000001
90766,Clara Brown,907660000,998426000.0000001
90767,Brittany Howell,907670000,998437000.0000001
90768,Glenda Aikman,907680000,998448000.0000001
90769,Marvin Schrader,907690000,998459000.0000001
90770,David Warren,907700000,998470000.0000001
90771,Jeri Mason,907710000,998481000.0000001
90772,George Payne,907720000,998492000.0000001
90773,Lori Myers,907730000,998503000.0000001
90774,George Burchess,907740000,998514000.0000001
90775,Anthony Trujillo,907750000,998525000.0000001
90776,Jeanne Lubinski,907760000,998536000.0000001
90777,Ivory Beamer,907770000,998547000.0000001
90778,Nathan Mccreary,907780000,998558000.0000001
90779,Patricia Harris,907790000,998569000.0000001
90780,Wilfred Pippin,907800000,998580000.0000001
90781,William Kwong,907810000,998591000.0000001
90782,Neda Morris,907820000,998602000.0000001
90783,Justin Arruda,907830000,998613000.0000001
90784,Jude Hannon,907840000,998624000.0000001
90785,Millie Kemp,907850000,998635000.0000001
90786,Johnnie Burkholder,907860000,998646000.0000001
90787,Alice Williams,907870000,998657000.0000001
90788,Donald Downing,907880000,998668000.0000001
90789,Eldridge Berg,907890000,998679000.0000001
90790,Erik Norwood,907900000,998690000.0000001
90791,Gloria Hubbard,907910000,998701000.0000001
90792,Thomas Eure,907920000,998712000.0000001
90793,Edna Herzberg,907930000,998723000.0000001
90794,Steven Zenz,907940000,998734000.0000001
90795,Brian Mcnally,907950000,998745000.0000001
90796,Jane Rodriguez,907960000,998756000.0000001
90797,Kevin Muske,907970000,998767000.0000001
90798,Elizabeth Frost,907980000,998778000.0000001
90799,Savannah Lucero,907990000,998789000.0000001
90800,Joseph Buri,908000000,998800000.0000001
90801,Lydia Tote,908010000,998811000.0000001
90802,Stacie Perez,908020000,998822000.0000001
90803,Randell Derrick,908030000,998833000.0000001
90804,Aaron Montgomery,908040000,998844000.0000001
90805,Trina Garcia,908050000,998855000.0000001
90806,Barbara Soto,908060000,998866000.0000001
90807,Angela Callahan,908070000,998877000.0000001
90808,Ruben Hall,908080000,998888000.0000001
90809,Rebecca Loreto,908090000,998899000.0000001
90810,Theresa Rodocker,908100000,998910000.0000001
90811,Homer Turner,908110000,998921000.0000001
90812,Monique Kossman,908120000,998932000.0000001
90813,Julie Johnson,908130000,998943000.0000001
90814,Jim Armendariz,908140000,998954000.0000001
90815,Robin Vanderschel,908150000,998965000.0000001
90816,Wm Armstrong,908160000,998976000.0000001
90817,Chad Smith,908170000,998987000.0000001
90818,Herman Kafer,908180000,998998000.0000001
90819,Chad Ladd,908190000,999009000.0000001
90820,Tiffany Mcarthur,908200000,999020000.0000001
90821,Homer Schepis,908210000,999031000.0000001
90822,Marjorie Scott,908220000,999042000.0000001
90823,Araceli Hanna,908230000,999053000.0000001
90824,Judith Bui,908240000,999064000.0000001
90825,Tara Frye,908250000,999075000.0000001
90826,Roy Doyle,908260000,999086000.0000001
90827,Mary Dziedzic,908270000,999097000.0000001
90828,John Wheeler,908280000,999108000.0000001
90829,Pearl Mata,908290000,999119000.0000001
90830,Marty Brown,908300000,999130000.0000001
90831,Thomas Patterson,908310000,999141000.0000001
90832,Marie Rademacher,908320000,999152000.0000001
90833,Rodney Sands,908330000,999163000.0000001
90834,Erin Whitmire,908340000,999174000.0000001
90835,Edna Wolfe,908350000,999185000.0000001
90836,Karla Clark,908360000,999196000.0000001
90837,Edith Stansbury,908370000,999207000.0000001
90838,Marjorie Mason,908380000,999218000.0000001
90839,Meghan Leneave,908390000,999229000.0000001
90840,Sherry Young,908400000,999240000.0000001
90841,Irene Briggs,908410000,999251000.0000001
90842,Jeffrey Tuitt,908420000,999262000.0000001
90843,William Jones,908430000,999273000.0000001
90844,Darryl Burton,908440000,999284000.0000001
90845,Gary Fulmer,908450000,999295000.0000001
90846,Ryan Kennedy,908460000,999306000.0000001
90847,Gary Creek,908470000,999317000.0000001
90848,Karen Edens,908480000,999328000.0000001
90849,Cynthia Dambrose,908490000,999339000.0000001
90850,Sandy Hegge,908500000,999350000.0000001
90851,Cora Villegas,908510000,999361000.0000001
90852,Erin Hill,908520000,999372000.0000001
90853,Mary Gobel,908530000,999383000.0000001
90854,Calvin Thomas,908540000,999394000.0000001
90855,Lauren Cockrell,908550000,999405000.0000001
90856,Angela Lovett,908560000,999416000.0000001
90857,Gail Maddock,908570000,999427000.0000001
90858,Gerald Salinas,908580000,999438000.0000001
90859,Charles Reed,908590000,999449000.0000001
90860,Bruce Lischak,908600000,999460000.0000001
90861,Carlos Viesselman,908610000,999471000.0000001
90862,Grace Donovan,908620000,999482000.0000001
90863,Gary Adkins,908630000,999493000.0000001
90864,Diane Herrod,908640000,999504000.0000001
90865,Margaret Walton,908650000,999515000.0000001
90866,Kevin Green,908660000,999526000.0000001
90867,Sarah Wagner,908670000,999537000.0000001
90868,Tracie Breedlove,908680000,999548000.0000001
90869,Thomas Jenkins,908690000,999559000.0000001
90870,Wilhelmina Horne,908700000,999570000.0000001
90871,Johnny Chavarria,908710000,999581000.0000001
90872,Joan Jones,908720000,999592000.0000001
90873,Phillip Harris,908730000,999603000.0000001
90874,Charlotte Nabors,908740000,999614000.0000001
90875,Lois Moreno,908750000,999625000.0000001
90876,Christy Hollingsworth,908760000,999636000.0000001
90877,Sonia Mauck,908770000,999647000.0000001
90878,Aaron Castillo,908780000,999658000.0000001
90879,Susan Shultz,908790000,999669000.0000001
90880,Stuart Seidel,908800000,999680000.0000001
90881,Janette Clark,908810000,999691000.0000001
90882,Maria Jones,908820000,999702000.0000001
90883,Donna Demps,908830000,999713000.0000001
90884,Nancy Skinner,908840000,999724000.0000001
90885,Stella Khan,908850000,999735000.0000001
90886,Robert Amerman,908860000,999746000.0000001
90887,Kirk Romero,908870000,999757000.0000001
90888,Evelyn Johnson,908880000,999768000.0000001
90889,Charles Pou,908890000,999779000.0000001
90890,Kim Nixon,908900000,999790000.0000001
90891,Digna Moorehouse,908910000,999801000.0000001
90892,Kenneth Newman,908920000,999812000.0000001
90893,Christopher Knapp,908930000,999823000.0000001
90894,Wilbert Vigil,908940000,999834000.0000001
90895,Carol Lazarine,908950000,999845000.0000001
90896,Frank Dexter,908960000,999856000.0000001
90897,Brian Howard,908970000,999867000.0000001
90898,Melinda Jennings,908980000,999878000.0000001
90899,Audra Griffin,908990000,999889000.0000001
90900,Samuel Banks,909000000,999900000.0000001
90901,Dorian Birchfield,909010000,999911000.0000001
90902,Cheryl Hanson,909020000,999922000.0000001
90903,Candice Storck,909030000,999933000.0000001
90904,George Robinson,909040000,999944000.0000001
90905,Alex Sons,909050000,999955000.0000001
90906,Edward Olson,909060000,999966000.0000001
90907,Albert Robertson,909070000,999977000.0000001
90908,Christopher Tygart,909080000,999988000.0000001
90909,Taylor Broom,909090000,999999000.0000001
90910,Joann Huynh,909100000,1000010000.0000001
90911,Isabel Krause,909110000,1000021000.0000001
90912,Jose Keene,909120000,1000032000.0000001
90913,Brittany Graves,909130000,1000043000.0000001
90914,Tom Green,909140000,1000054000.0000001
90915,Alex Roberson,909150000,1000065000.0000001
90916,Norman Highley,909160000,1000076000.0000001
90917,Aaron Wageman,909170000,1000087000.0000001
90918,Philip Sanchez,909180000,1000098000.0000001
90919,Virginia Reece,909190000,1000109000.0000001
90920,Paul Rimple,909200000,1000120000.0000001
90921,Lori Griffin,909210000,1000131000.0000001
90922,Raymond Jones,909220000,1000142000.0000001
90923,Gretchen Morris,909230000,1000153000.0000001
90924,Steven Self,909240000,1000164000.0000001
90925,Robert Streets,909250000,1000175000.0000001
90926,Julia Franklin,909260000,1000186000.0000001
90927,Henry Gwyn,909270000,1000197000.0000001
90928,Joyce Anderson,909280000,1000208000.0000001
90929,Rita Lloyd,909290000,1000219000.0000001
90930,Justin Pena,909300000,1000230000.0000001
90931,Norman Fuller,909310000,1000241000.0000001
90932,Summer Jenkins,909320000,1000252000.0000001
90933,Austin Ready,909330000,1000263000.0000001
90934,Buddy Nunamaker,909340000,1000274000.0000001
90935,Maria Mcdonald,909350000,1000285000.0000001
